pl_rade,pl_trandep,st_teff,pl_trandur,pl_orbper,st_rad,sy_dist,pl_bmasse,label_standardized,dataset_source
2.27,870.0,3580.0,1.88,5.83977,0.473,185.605,12.0,CONFIRMED,K2
2.77,870.0,3580.0,2.92,19.66365,0.473,185.605,12.0,CONFIRMED,K2
2.668,870.0,3660.0,2.618,19.660302,0.473,185.605,12.0,CONFIRMED,K2
1.676,870.0,5435.0,3.493,2.36906,0.924,138.671,4.6,CONFIRMED,K2
1.66165565,870.0,5509.0,3.493,2.369008,0.889069,138.671,12.0,CONFIRMED,K2
3.9587,0.025,5394.0,2.455,2.36840828,0.930331,138.671,12.0,CONFIRMED,K2
1.70824866,0.0287,5420.0,2.3088,2.36902,0.92,138.671,7.3418362,CONFIRMED,K2
1.71,870.0,5477.0,2.266,2.369172,0.977,138.671,6.54,CONFIRMED,K2
1.62,870.0,5481.0,1.94904,2.369193,0.91,138.671,12.0,CONFIRMED,K2
1.67,0.03194,5659.0,2.34,2.369019,0.914,138.671,12.0,CONFIRMED,K2
1.63,0.0338,5261.0,2.3,2.3690438,0.81,138.671,12.0,CONFIRMED,K2
3.3,0.18,4285.0,0.33336,0.658524,0.703,77.5586,11.26782377,CONFIRMED,K2
0.705,0.0085,4285.0,2.256,7.814,0.703,77.5586,0.29013072,CONFIRMED,K2
3.17788403,0.18976641,4362.0,3.7370696,14.69808003166,0.733789,77.5586,12.0,CONFIRMED,K2
3.9587,870.0,4285.0,3.493,14.6982,0.703,77.5586,12.0,CONFIRMED,K2
2.93,0.1465,4285.0,3.408,14.697,0.703,77.5586,8.9,CONFIRMED,K2
3.54834332,0.15096833,4362.0,4.6663301,19.48348329613,0.733789,77.5586,12.0,CONFIRMED,K2
2.73,0.127,4285.0,3.6648,19.482,0.703,77.5586,14.3,CONFIRMED,K2
1.61,0.0398,5659.0,2.424,2.15228,0.773,327.783,12.0,CONFIRMED,K2
1.5,870.0,5106.0,1.97,2.151676,0.78,327.783,12.0,CONFIRMED,K2
1.41,870.0,5068.0,3.493,2.151894,0.78,327.783,12.0,CONFIRMED,K2
2.14,0.081,5659.0,3.493,9.325429,0.713,327.783,12.0,CONFIRMED,K2
2.69,870.0,5106.0,3.35,9.327527,0.78,327.783,12.0,CONFIRMED,K2
3.1,870.0,5659.0,2.8104,9.3261,0.78,327.783,12.0,CONFIRMED,K2
3.9587,0.134,5035.99,3.95,9.33155684,0.801255,327.783,12.0,CONFIRMED,K2
3.9587,0.0923,5035.99,2.87688,9.325,0.801255,327.783,12.0,CONFIRMED,K2
2.69,870.0,5068.0,3.493,9.326841,0.78,327.783,12.0,CONFIRMED,K2
3.63,0.1239,5659.0,4.08,9.32705,0.773,327.783,12.0,CONFIRMED,K2
1.49,870.0,5106.0,2.57,4.528598,0.78,327.783,12.0,CONFIRMED,K2
1.85,0.0531,5659.0,2.832,4.52905,0.773,327.783,12.0,CONFIRMED,K2
1.72,0.0436,5659.0,2.448,6.13174,0.773,327.783,12.0,CONFIRMED,K2
1.33,870.0,5106.0,2.54,6.131243,0.78,327.783,12.0,CONFIRMED,K2
2.6,0.1025,5659.0,4.848,26.2678,0.773,327.783,12.0,CONFIRMED,K2
2.23,870.0,5106.0,4.62,26.27057,0.78,327.783,12.0,CONFIRMED,K2
3.9587,0.0078,6177.44,2.71704,4.144,1.49612,360.76,12.0,CONFIRMED,K2
1.1956395,870.0,6035.0,3.493,4.145398,1.309274,360.76,12.0,CONFIRMED,K2
1.4,870.0,5659.0,2.7096,4.144937,1.28,360.76,12.0,CONFIRMED,K2
1.57,870.0,6209.0,3.493,4.144965,1.45,360.76,12.0,CONFIRMED,K2
4.68,0.282,5247.0,2.87,6.7714021,0.81,249.645,12.0,CONFIRMED,K2
4.58049508,870.0,5368.0,3.493,6.771389,0.855055,249.645,12.0,CONFIRMED,K2
4.48,870.0,5248.0,3.493,6.771315,0.885,249.645,30.9,CONFIRMED,K2
5.07965,0.293,5231.0,2.836,6.7713411,0.89,249.645,12.0,CONFIRMED,K2
4.74,870.0,5246.0,3.493,6.771347,0.876,249.645,30.2,CONFIRMED,K2
4.45,870.0,5320.0,3.493,6.77145,0.85,249.645,29.1,CONFIRMED,K2
5.05,0.2804,5659.0,2.856,6.771375,0.932,249.645,12.0,CONFIRMED,K2
5.77,870.0,5422.0,3.493,6.77131,0.88,249.645,12.0,CONFIRMED,K2
5.36,870.0,5797.0,2.802,6.771315,1.03,249.645,12.0,CONFIRMED,K2
3.9587,0.267,5231.0,3.032,6.77093147,0.89254,249.645,12.0,CONFIRMED,K2
1.3,0.0286,5659.0,1.644,1.543452,0.735,280.518,12.0,CONFIRMED,K2
1.5,870.0,5659.0,1.7592,1.543041,0.82,280.518,12.0,CONFIRMED,K2
1.38,870.0,4877.0,3.493,1.543069,0.77,280.518,12.0,CONFIRMED,K2
2.8,0.1076,4810.0,1.2768,4.399871,0.772,280.518,12.0,CONFIRMED,K2
2.95,870.0,4877.0,3.493,4.400028,0.77,280.518,12.0,CONFIRMED,K2
3.9587,0.132,4712.91,1.98,4.39883617,0.826001,280.518,12.0,CONFIRMED,K2
3.3,870.0,5659.0,1.56,4.400037,0.82,280.518,12.0,CONFIRMED,K2
3.9587,0.1297,4712.91,1.45608,4.4,0.826001,280.518,12.0,CONFIRMED,K2
3.01,0.1682,5659.0,1.692,4.399739,0.735,280.518,12.0,CONFIRMED,K2
3.9587,0.524,5545.28,3.51,8.56394776,1.02304,564.454,12.0,CONFIRMED,K2
6.0,870.0,5659.0,3.24,8.562405,0.83,564.454,12.0,CONFIRMED,K2
6.89,0.5513,5659.0,3.2568,8.56222,0.928,564.454,12.0,CONFIRMED,K2
3.9587,0.4581,5545.28,2.97504,8.562,1.02304,564.454,12.0,CONFIRMED,K2
6.92239107,0.43214695,5545.3,3.0961685,8.56232889439,1.02304,564.454,12.0,CONFIRMED,K2
7.28,870.0,5644.0,3.493,8.562421,0.99,564.454,12.0,CONFIRMED,K2
3.2,0.1374,5490.0,2.736,14.454034,0.802,423.065,12.0,CONFIRMED,K2
3.9587,0.118,5363.56,3.22,14.45182127,0.817851,423.065,12.0,CONFIRMED,K2
2.91,870.0,5419.0,3.493,14.453533,0.81,423.065,12.0,CONFIRMED,K2
2.96,0.1225,5659.0,3.624,14.45107,0.802,423.065,12.0,CONFIRMED,K2
3.13,870.0,5397.0,3.493,14.4536756,0.83,423.065,12.0,CONFIRMED,K2
3.9587,0.1035,5363.56,3.31992,14.452,0.817851,423.065,12.0,CONFIRMED,K2
2.7,870.0,5659.0,3.4704,14.453513,0.74,423.065,12.0,CONFIRMED,K2
2.7,0.1296,5659.0,3.493,11.722228,0.799,308.105,12.0,CONFIRMED,K2
2.8,0.0958,5170.0,3.7104,11.722103,0.838,308.105,12.0,CONFIRMED,K2
3.9587,0.1051,5051.83,4.40592,11.72,0.86968,308.105,12.0,CONFIRMED,K2
3.9587,0.111,5051.83,4.358,11.71571445,0.86968,308.105,12.0,CONFIRMED,K2
3.05,870.0,5161.0,3.493,11.7195663,0.85,308.105,12.0,CONFIRMED,K2
4.42,870.0,5200.0,3.493,11.716332,0.84,308.105,12.0,CONFIRMED,K2
4.2,870.0,5659.0,5.1912,11.716603,0.86,308.105,12.0,CONFIRMED,K2
3.34,0.1434,5659.0,4.872,11.71885,0.872,308.105,12.0,CONFIRMED,K2
2.32120418,870.0,5098.0,3.493,14.133427,0.747608,228.327,12.0,CONFIRMED,K2
3.9587,0.083,5024.37,4.192,14.11544241,0.734473,228.327,12.0,CONFIRMED,K2
2.2,870.0,5065.0,3.493,14.129714,0.74,228.327,12.0,CONFIRMED,K2
2.08,870.0,5044.0,3.493,14.1330314,0.7,228.327,12.0,CONFIRMED,K2
2.18,0.0974,5659.0,3.648,14.13168,0.7209,228.327,12.0,CONFIRMED,K2
3.9587,0.0854,5024.37,3.39912,14.129,0.734473,228.327,12.0,CONFIRMED,K2
2.2,870.0,5659.0,3.2304,14.130184,0.74,228.327,12.0,CONFIRMED,K2
2.41,0.0942,5659.0,3.493,14.130142,0.794,228.327,12.0,CONFIRMED,K2
2.24,870.0,4812.0,3.493,3.280961,0.73,123.438,12.0,CONFIRMED,K2
2.50448263,0.1163604,4783.6,1.9734854,3.28102986099,0.735345,123.438,12.0,CONFIRMED,K2
2.26,0.0968,5659.0,1.908,3.280948,0.704,123.438,12.0,CONFIRMED,K2
2.34,870.0,4841.0,3.493,3.2809626,0.69,123.438,12.0,CONFIRMED,K2
3.9587,0.077,4783.55,1.78992,3.281,0.735345,123.438,12.0,CONFIRMED,K2
2.128688,870.0,4822.0,3.493,3.280858,0.727072,123.438,12.0,CONFIRMED,K2
2.3,870.0,5659.0,1.9296,3.280926,0.75,123.438,12.0,CONFIRMED,K2
3.9587,0.083,4783.55,2.264,3.28046294,0.735345,123.438,12.0,CONFIRMED,K2
2.21,870.0,4841.0,3.493,8.4388385,0.69,123.438,12.0,CONFIRMED,K2
2.34,870.0,4812.0,3.493,8.438756,0.73,123.438,12.0,CONFIRMED,K2
2.51,0.1095,5659.0,2.448,8.43903,0.704,123.438,12.0,CONFIRMED,K2
2.5,870.0,5659.0,2.34,8.438635,0.75,123.438,12.0,CONFIRMED,K2
3.9587,0.084,4783.55,2.02896,8.438,0.735345,123.438,12.0,CONFIRMED,K2
3.01612551,0.12692031,4783.6,2.5274041,8.43889970961,0.735345,123.438,12.0,CONFIRMED,K2
3.63,0.1816,5659.0,6.888,18.7132,0.816,488.152,12.0,CONFIRMED,K2
3.2,870.0,5659.0,6.48,18.717631,0.77,488.152,12.0,CONFIRMED,K2
3.77,870.0,5139.0,3.493,18.718269,0.85,488.152,12.0,CONFIRMED,K2
3.9587,0.1305,4843.0,5.97192,18.711,0.890703,488.152,12.0,CONFIRMED,K2
3.9587,0.0322,5673.0,1.67496,6.327,0.975383,113.123,12.0,CONFIRMED,K2
2.12171156,870.0,5733.0,3.493,6.326674,0.946965,113.123,12.0,CONFIRMED,K2
2.18575124,0.0418,5680.0,1.9656,6.326768,0.973,113.123,12.0,CONFIRMED,K2
2.16,0.045,5659.0,1.944,6.32669,0.974,113.123,12.0,CONFIRMED,K2
2.29015537,0.05208002,5673.0,2.0310601,6.32668003682,0.975383,113.123,12.0,CONFIRMED,K2
3.9587,0.042,5673.0,2.486,6.3297696,0.975383,113.123,12.0,CONFIRMED,K2
2.07,870.0,5741.0,3.493,6.326763,0.97,113.123,12.0,CONFIRMED,K2
2.2,870.0,5659.0,1.8288,6.326796,1.01,113.123,12.0,CONFIRMED,K2
2.23,870.0,5705.0,3.493,6.32677,0.952,113.123,7.4,CONFIRMED,K2
3.9587,0.0268,5557.0,3.792,3.333,1.70729,786.439,12.0,CONFIRMED,K2
3.63,0.0374,5659.0,3.936,3.33253,1.766,786.439,12.0,CONFIRMED,K2
2.98,870.0,6747.0,3.493,3.334966,1.61,786.439,12.0,CONFIRMED,K2
1.6,870.0,5659.0,3.48,3.335115,0.9,786.439,12.0,CONFIRMED,K2
3.9587,0.0153,5425.98,2.814,7.125,0.894218,182.983,12.0,CONFIRMED,K2
1.21,870.0,5558.0,3.493,7.122605,0.86,182.983,12.0,CONFIRMED,K2
1.0,870.0,5659.0,3.1392,7.122297,0.76,182.983,12.0,CONFIRMED,K2
1.244,0.0207,5659.0,3.072,7.12471,0.857,182.983,12.0,CONFIRMED,K2
2.56,0.664,3214.0,0.9816,2.2604455,0.288,62.9969,12.0,CONFIRMED,K2
2.72623736,0.61296788,3236.0,1.0103493,2.26026548696,0.341024,62.9969,12.0,CONFIRMED,K2
2.3,870.0,3292.75,3.493,2.260435,0.279867,62.9969,12.0,CONFIRMED,K2
2.45,870.0,3290.0,3.493,2.260438,0.28,62.9969,12.0,CONFIRMED,K2
2.32,870.0,3214.0,3.493,2.260455,0.288,62.9969,12.0,CONFIRMED,K2
1.52,0.675,5659.0,0.984,2.260404,0.184,62.9969,12.0,CONFIRMED,K2
1.6,0.642,2997.0,0.99,2.2604439,0.18,62.9969,12.0,CONFIRMED,K2
8.5,870.0,5659.0,8.1888,19.895268,1.45,391.537,12.0,CONFIRMED,K2
8.01,0.3463,5659.0,8.2776,19.89531,1.367,391.537,12.0,CONFIRMED,K2
5.55493874,870.0,5767.0,3.493,19.894641,1.06414,391.537,12.0,CONFIRMED,K2
7.46,870.0,5741.0,3.493,19.895,1.279,391.537,49.0,CONFIRMED,K2
7.67,870.0,5742.0,3.493,19.895202,1.28,391.537,12.0,CONFIRMED,K2
7.5,870.0,5500.0,8.267,19.89526,1.28,391.537,37.1,CONFIRMED,K2
8.18,870.0,4812.0,3.493,8.687721,0.76,458.139,12.0,CONFIRMED,K2
7.36,1.2388,5659.0,2.7096,8.687812,0.664,458.139,12.0,CONFIRMED,K2
8.1,870.0,5659.0,2.7504,8.687708,0.75,458.139,12.0,CONFIRMED,K2
3.19,0.0935,5659.0,2.88,4.17032,1.013,496.289,12.0,CONFIRMED,K2
2.82,870.0,5523.0,3.493,4.169836,0.94,496.289,12.0,CONFIRMED,K2
2.7,870.0,5659.0,2.7312,4.169746,0.93,496.289,12.0,CONFIRMED,K2
2.5,870.0,5499.0,3.493,4.169783,1.0,496.289,12.0,CONFIRMED,K2
3.8,870.0,5659.0,1.7496,1.921076,0.86,402.915,12.0,CONFIRMED,K2
3.52,870.0,5060.0,3.493,1.921036,0.82,402.915,12.0,CONFIRMED,K2
3.23,0.1967,5659.0,1.8288,1.921111,0.709,402.915,12.0,CONFIRMED,K2
3.3985,0.228,4072.0,2.245,4.7948642,0.65,107.272,12.0,CONFIRMED,K2
3.9587,870.0,4140.0,3.493,4.7948599,0.607,107.272,12.0,CONFIRMED,K2
2.78,870.0,4140.0,2.147,4.795069,0.607,107.272,12.0,CONFIRMED,K2
2.59,0.097,4975.0,2.18,3.471745,0.787,154.961,9.68,CONFIRMED,K2
2.65245,0.105,5144.5,2.13,3.4715644,0.77,154.961,12.0,CONFIRMED,K2
3.53,0.21,4975.0,2.52,7.138048,0.787,154.961,15.68,CONFIRMED,K2
3.60516,0.2064,5144.5,2.464,7.1385672,0.77,154.961,12.0,CONFIRMED,K2
2.48,0.1,4975.0,2.504,10.45582,0.787,154.961,6.5,CONFIRMED,K2
1.95,0.068,4975.0,2.3,14.76289,0.787,154.961,10.7,CONFIRMED,K2
2.1,0.112,3926.0,3.0,27.359,0.62,76.1486,12.0,CONFIRMED,K2
9.494023,870.0,5695.0,3.493,14.893291,1.07,158.335,100.11645,CONFIRMED,K2
9.33708092,870.0,5695.0,3.493,14.89329,1.07,158.335,101.70509024,CONFIRMED,K2
1.9,870.0,3341.0,2.112,31.393463,0.32,65.6138,12.0,CONFIRMED,K2
1.25,0.1531,5659.0,2.3376,31.3888,0.312,65.6138,12.0,CONFIRMED,K2
3.2,870.0,3809.0,3.92592,13.15628,0.38,274.3,12.0,CONFIRMED,K2
5.19,0.778,3816.0,3.93,13.156974,0.54,274.3,12.0,CONFIRMED,K2
10.83,0.7619,5659.0,3.8736,13.15727,1.24,274.3,12.0,CONFIRMED,K2
9.1,870.0,5529.0,4.032,13.156969,1.025,274.3,12.0,CONFIRMED,K2
12.87148683,2.27432338,5387.06,2.2220346,3.25883164155,0.817114,178.475,12.0,CONFIRMED,K2
3.9587,1.762,5387.06,2.18,3.2591993,0.817114,178.475,12.0,CONFIRMED,K2
11.42,870.0,5323.0,2.071,3.258768,0.85,178.475,12.0,CONFIRMED,K2
12.05607716,870.0,5392.0,3.493,3.258824,0.857501,178.475,12.0,CONFIRMED,K2
3.9587,870.0,5358.0,3.493,3.2588315,0.86,178.475,12.0,CONFIRMED,K2
3.9587,870.0,5358.0,3.493,3.25883406,0.86,178.475,12.0,CONFIRMED,K2
11.38,1.9011,5659.0,2.196,3.258813,0.807,178.475,12.0,CONFIRMED,K2
3.9587,870.0,5659.0,3.493,5.83892993,1.028,272.909,12.0,CONFIRMED,K2
3.06,870.0,6302.0,4.96,9.21165,1.511,272.909,10.9,CONFIRMED,K2
3.9587,870.0,5659.0,3.493,5.83892993,1.028,272.909,12.0,CONFIRMED,K2
1.50436,0.0284,5509.0,1.545,2.2251639,0.92,90.0562,12.0,CONFIRMED,K2
1.582,870.0,5520.0,3.493,2.225,0.904,90.0562,6.4,CONFIRMED,K2
1.589,870.0,5520.0,3.493,2.225177,0.934,90.0562,6.49,CONFIRMED,K2
1.589,870.0,5520.0,1.719,2.225177,0.899,90.0562,6.49,CONFIRMED,K2
2.63,870.0,5725.0,3.66,16.9841,1.09,114.293,24.5,CONFIRMED,K2
2.45,870.0,5532.0,3.98,13.1225,0.947,392.251,12.0,CONFIRMED,K2
1.66,870.0,5612.0,2.6,2.50387,1.2,373.078,12.0,CONFIRMED,K2
9.56,2.1878,5659.0,2.5104,4.0248883,0.665,232.801,12.0,CONFIRMED,K2
11.6786,2.3775,4492.0,2.384,4.0248735,0.75,232.801,12.0,CONFIRMED,K2
10.3,870.0,5659.0,2.4792,4.024881,0.73,232.801,12.0,CONFIRMED,K2
3.9587,870.0,4444.0,3.493,4.02488968,0.7,232.801,12.0,CONFIRMED,K2
10.054473,870.0,4444.0,2.4984,4.024867,0.7,232.801,106.47305,CONFIRMED,K2
1.45,0.1416,5659.0,2.6208,10.05467,0.371,44.0727,12.0,CONFIRMED,K2
2.11286662,0.132102,3920.0,2.640621,10.05460031054,0.550856,44.0727,12.0,CONFIRMED,K2
1.98,870.0,3951.0,3.493,10.05448,0.52,44.0727,12.0,CONFIRMED,K2
2.14,870.0,3896.0,3.493,10.054626,0.561,44.0727,6.48,CONFIRMED,K2
2.078,870.0,3844.0,3.493,10.0546535,0.546,44.0727,5.11,CONFIRMED,K2
2.25,870.0,3835.0,3.493,10.054626,0.6,44.0727,6.47,CONFIRMED,K2
3.9587,870.0,3896.0,3.493,10.054626,0.561,44.0727,6.48,CONFIRMED,K2
3.9587,0.145,3920.0,3.052,10.05176778,0.550856,44.0727,12.0,CONFIRMED,K2
1.44,870.0,3841.0,2.52,10.05443,0.371,44.0727,12.0,CONFIRMED,K2
2.08,870.0,5659.0,3.493,10.054544,0.561,44.0727,12.0,CONFIRMED,K2
2.078,870.0,5659.0,2.563,10.05429,0.553,44.0727,8.4,CONFIRMED,K2
2.4,0.145,3927.0,2.61,10.054374,0.58,44.0727,12.0,CONFIRMED,K2
2.14,870.0,3896.0,2.553,10.05403,0.561,44.0727,12.0,CONFIRMED,K2
2.14,870.0,3896.0,3.493,10.05403,0.561,44.0727,8.1,CONFIRMED,K2
2.18,870.0,3896.0,2.726,10.05449,0.56,44.0727,12.0,CONFIRMED,K2
2.29,870.0,3835.0,3.493,10.05454,0.6,44.0727,6.6,CONFIRMED,K2
1.72,870.0,3896.0,3.493,24.646582,0.561,44.0727,2.14,CONFIRMED,K2
1.72,870.0,3896.0,3.493,24.6454,0.561,44.0727,4.2,CONFIRMED,K2
1.72,870.0,3896.0,3.428,24.6454,0.561,44.0727,12.0,CONFIRMED,K2
1.69,870.0,5659.0,3.493,24.64638,0.561,44.0727,12.0,CONFIRMED,K2
1.56,870.0,3951.0,3.493,24.64745,0.52,44.0727,12.0,CONFIRMED,K2
1.582,870.0,3844.0,3.493,24.646729,0.546,44.0727,2.68,CONFIRMED,K2
1.69,870.0,3835.0,3.493,24.646582,0.6,44.0727,3.3,CONFIRMED,K2
1.644,870.0,5659.0,3.493,24.6491,0.553,44.0727,2.1,CONFIRMED,K2
1.85,870.0,3896.0,3.633,24.64354,0.56,44.0727,12.0,CONFIRMED,K2
1.18,870.0,3841.0,3.38,24.6435,0.371,44.0727,12.0,CONFIRMED,K2
1.9,0.0916,3927.0,3.61,24.645013,0.58,44.0727,12.0,CONFIRMED,K2
1.77,870.0,3835.0,3.493,24.64638,0.6,44.0727,3.1,CONFIRMED,K2
3.9587,870.0,3896.0,3.493,24.646582,0.561,44.0727,2.14,CONFIRMED,K2
1.18,0.0822,5659.0,3.6,24.64671,0.371,44.0727,12.0,CONFIRMED,K2
1.52,870.0,3896.0,3.493,44.556456,0.561,44.0727,2.8,CONFIRMED,K2
1.53,870.0,5659.0,4.07,44.5705,0.553,44.0727,11.1,CONFIRMED,K2
3.9587,870.0,3920.0,4.17,44.55612,0.550856,44.0727,12.0,CONFIRMED,K2
1.61,870.0,5659.0,3.493,44.55765,0.561,44.0727,12.0,CONFIRMED,K2
1.52,870.0,3896.0,3.98,44.5631,0.561,44.0727,12.0,CONFIRMED,K2
1.11,0.0782,5659.0,4.512,44.5574,0.371,44.0727,12.0,CONFIRMED,K2
1.52,870.0,3896.0,3.493,44.5631,0.561,44.0727,7.5,CONFIRMED,K2
1.65,870.0,3835.0,3.493,44.55764,0.6,44.0727,1.8,CONFIRMED,K2
3.9587,870.0,3896.0,3.493,44.55646,0.561,44.0727,2.80006827,CONFIRMED,K2
0.96,870.0,3841.0,4.04,44.5609,0.371,44.0727,12.0,CONFIRMED,K2
1.7,0.0731,3927.0,4.04,44.56115,0.58,44.0727,12.0,CONFIRMED,K2
1.458,870.0,3844.0,3.493,44.55603,0.546,44.0727,2.2,CONFIRMED,K2
1.62,870.0,3835.0,3.493,44.556456,0.6,44.0727,1.6,CONFIRMED,K2
1.51,870.0,3896.0,4.325,44.55983,0.56,44.0727,12.0,CONFIRMED,K2
3.9587,870.0,5425.0,3.493,4.09847804,0.844,333.042,12.0,CONFIRMED,K2
13.14,1.7119,5659.0,2.3976,4.0984897,0.921,333.042,12.0,CONFIRMED,K2
12.65164357,870.0,5574.0,3.493,4.098492,0.909346,333.042,12.0,CONFIRMED,K2
3.9587,870.0,5425.0,3.493,4.0984791,0.844,333.042,12.0,CONFIRMED,K2
12.3,870.0,5567.0,2.241,4.098506,0.92,333.042,12.0,CONFIRMED,K2
3.9587,1.702,5198.0,2.4,4.09803132,1.06395,333.042,12.0,CONFIRMED,K2
14.83669218,1.68699465,5198.0,2.323409,4.09847409321,1.06395,333.042,12.0,CONFIRMED,K2
3.9587,870.0,5280.0,3.493,1.25784887,0.78,110.527,12.0,CONFIRMED,K2
34.0,870.0,5465.0,0.809,1.2578542,0.9,110.527,12.0,CONFIRMED,K2
7.0,0.629,5251.0,0.95,1.2578493,0.81,110.527,12.0,CONFIRMED,K2
3.9587,0.716,5340.0,0.931,1.2578332,1.02904,110.527,12.0,CONFIRMED,K2
12.57069193,0.73853107,5340.0,0.979333,1.25781300511,1.02904,110.527,12.0,CONFIRMED,K2
0.95,870.0,3300.0,0.821,3.1443189,0.196,56.9686,12.0,CONFIRMED,K2
1.33,0.0957,3436.0,3.493,1.133,0.379,112.486,12.0,CONFIRMED,K2
1.83,0.248,3436.0,3.493,5.26,0.379,112.486,12.0,CONFIRMED,K2
2.93,0.119,3387.0,3.493,6.22,0.379,176.291,12.0,CONFIRMED,K2
1.66,0.085,3851.0,3.493,7.01,0.552,147.866,12.0,CONFIRMED,K2
2.79,0.083,5440.0,3.493,26.68,0.898,209.071,12.0,CONFIRMED,K2
5.038,870.0,5274.0,3.493,8.99196,0.855,157.682,16.3,CONFIRMED,K2
4.78034841,0.31594997,5274.0,3.3462754,17.97586029496,0.851795,157.682,12.0,CONFIRMED,K2
4.96,870.0,5659.0,3.493,8.991828,0.845,157.682,12.0,CONFIRMED,K2
3.9587,0.344,5274.0,2.757,8.99002105,0.851795,157.682,12.0,CONFIRMED,K2
5.13,870.0,5275.0,3.493,8.99213,0.845,157.682,16.5,CONFIRMED,K2
4.92,0.3802,5659.0,3.4872,8.992018,0.757,157.682,12.0,CONFIRMED,K2
5.299,870.0,5271.0,3.488,8.992,0.86,157.682,15.0,CONFIRMED,K2
4.79,0.375,4686.0,3.57,8.9919156,0.72,157.682,12.0,CONFIRMED,K2
5.62,870.0,5428.0,3.486,8.99213,0.92,157.682,12.0,CONFIRMED,K2
5.38,870.0,5315.0,3.693,8.99218,0.87,157.682,12.0,CONFIRMED,K2
5.38,870.0,5315.0,3.493,8.99218,0.87,157.682,21.1,CONFIRMED,K2
5.17103245,870.0,5415.0,3.493,8.991942,0.839164,157.682,12.0,CONFIRMED,K2
2.88,0.135,4686.0,4.75,20.660987,0.72,157.682,12.0,CONFIRMED,K2
3.11517954,870.0,5415.0,3.493,20.661623,0.839164,157.682,12.0,CONFIRMED,K2
3.48,870.0,5315.0,5.024,20.65614,0.87,157.682,12.0,CONFIRMED,K2
2.73,0.1346,5659.0,4.5024,20.66178,0.757,157.682,12.0,CONFIRMED,K2
3.134,870.0,5271.0,4.35,20.66093,0.86,157.682,8.1,CONFIRMED,K2
3.01,870.0,5275.0,3.493,20.6602,0.845,157.682,12.1,CONFIRMED,K2
3.01,870.0,5274.0,3.493,20.66093,0.855,157.682,5.7,CONFIRMED,K2
3.32,870.0,5428.0,4.51,20.6602,0.92,157.682,12.0,CONFIRMED,K2
3.48,870.0,5315.0,3.493,20.65614,0.87,157.682,8.1,CONFIRMED,K2
2.74,870.0,5659.0,3.493,20.66186,0.845,157.682,12.0,CONFIRMED,K2
3.77,870.0,5428.0,5.06,31.7154,0.92,157.682,12.0,CONFIRMED,K2
3.14,0.1562,5659.0,5.064,31.7236,0.757,157.682,12.0,CONFIRMED,K2
3.33,870.0,5274.0,3.493,31.7169,0.855,157.682,13.7,CONFIRMED,K2
3.27,870.0,5659.0,3.493,31.7142,0.845,157.682,12.0,CONFIRMED,K2
3.484,870.0,5271.0,4.888,31.71701,0.86,157.682,6.7,CONFIRMED,K2
3.43,870.0,5275.0,3.493,31.7154,0.845,157.682,10.3,CONFIRMED,K2
3.75,870.0,5315.0,3.493,31.71922,0.87,157.682,35.0,CONFIRMED,K2
3.41411198,870.0,5415.0,3.493,31.715061,0.839164,157.682,12.0,CONFIRMED,K2
3.13,0.16,4686.0,5.33,31.715868,0.72,157.682,12.0,CONFIRMED,K2
3.75,870.0,5315.0,5.99,31.71922,0.87,157.682,12.0,CONFIRMED,K2
1.01,870.0,5659.0,3.493,4.34882,0.845,157.682,12.0,CONFIRMED,K2
2.2,0.0255,5659.0,3.552,4.3491,0.757,157.682,12.0,CONFIRMED,K2
1.212,870.0,5271.0,2.671,4.34934,0.86,157.682,2.1,CONFIRMED,K2
2.62,0.557,3157.0,3.493,1.995,0.3,108.74,12.0,CONFIRMED,K2
2.32710652,0.13549641,3650.0,0.984865,2.29799150846,0.590525,77.6888,12.0,CONFIRMED,K2
1.95,0.11,3855.0,3.493,2.298,0.583,77.6888,12.0,CONFIRMED,K2
2.05124347,0.0992,3750.0,1.1472,2.2979749,0.595,77.6888,12.0,CONFIRMED,K2
1.92,0.071,4141.0,3.493,8.205,0.602,123.415,12.0,CONFIRMED,K2
2.1,0.263,3710.0,3.493,24.93,0.549,118.318,12.0,CONFIRMED,K2
2.43,0.199,3752.0,3.493,3.262,0.505,136.667,12.0,CONFIRMED,K2
2.2,0.672,3287.0,3.493,6.93,0.298,111.638,12.0,CONFIRMED,K2
2.28,0.0921,3924.0,3.493,1.256,0.688,282.308,12.0,CONFIRMED,K2
8.7723254,1.03526424,5278.0,3.6674288,12.45636917022,0.843307,233.237,12.0,CONFIRMED,K2
8.675766,870.0,5282.0,3.621,12.4551225,0.822,233.237,82.6358,CONFIRMED,K2
3.17,0.3018,5659.0,4.536,5.42526,0.529,139.268,12.0,CONFIRMED,K2
3.9587,0.18,3318.0,3.493,5.4224,0.909623,139.268,12.0,CONFIRMED,K2
0.868,0.263,2890.0,4.27,5.4252061,0.16,139.268,12.0,CONFIRMED,K2
3.9587,0.0245,6266.98,4.31112,13.773,1.46908,160.125,12.0,CONFIRMED,K2
2.17,0.02092,5659.0,4.68,13.773,1.469,160.125,12.0,CONFIRMED,K2
2.77,870.0,6232.0,4.57,13.774798,1.5,160.125,12.0,CONFIRMED,K2
2.67656,0.0309,6266.98,4.454,13.7748361,1.47,160.125,12.0,CONFIRMED,K2
