pl_rade,pl_trandep,st_teff,pl_trandur,pl_orbper,st_rad,sy_dist,pl_bmasse,label_standardized,dataset_source
3.29,951.3,5659.0,5.6957,96.6781852,1.076,264.78,12.0,CONFIRMED,KEPLER
2.99,727.3,5659.0,2.2013,20.55280311,1.076,264.78,12.0,CONFIRMED,KEPLER
2.87,1288.9,5659.0,1.1829,2.023123903,0.803,264.78,12.0,FALSE POSITIVE,KEPLER
2.08,538.6,5659.0,2.3494,10.94026745,0.864,264.78,12.0,CONFIRMED,KEPLER
0.53,1732.0,5659.0,1.013,19.5352551,0.118,264.78,12.0,CONFIRMED,KEPLER
5.78,5057.6,5659.0,1.0668,3.687469832,0.606,264.78,12.0,CANDIDATE,KEPLER
2.41,747.0,5659.0,8.577,151.863949,0.893,264.78,12.0,CONFIRMED,KEPLER
2.69,800.2,5659.0,2.7004,5.945043548,0.868,264.78,12.0,CONFIRMED,KEPLER
2.78,636.1,5659.0,3.3104,65.7045275,1.043,264.78,12.0,CONFIRMED,KEPLER
2.47,605.5,5659.0,3.0049,17.73842886,0.868,264.78,12.0,CONFIRMED,KEPLER
1.16,56.1,5659.0,15.21,84.799829,1.406,264.78,12.0,CANDIDATE,KEPLER
1.93,300.1,5659.0,3.432,9.93962361,0.868,264.78,12.0,CONFIRMED,KEPLER
13.44,3753.8,5659.0,6.8569,6.8731664,2.179,264.78,12.0,CONFIRMED,KEPLER
4.17,2791.6,5659.0,4.0077,8.600099313,0.805,264.78,12.0,CONFIRMED,KEPLER
2.53,1709.0,5659.0,2.7075,12.37646897,0.607,264.78,12.0,CONFIRMED,KEPLER
0.84,200.8,5659.0,2.57,9.340538,0.607,264.78,12.0,CANDIDATE,KEPLER
2.94,616.7,5659.0,4.295,330.071558,1.115,264.78,12.0,CONFIRMED,KEPLER
2.82,1096.6,5659.0,3.1404,18.87022157,0.865,264.78,12.0,CONFIRMED,KEPLER
0.9,98.1,5659.0,3.382,19.5776073,0.925,264.78,12.0,CONFIRMED,KEPLER
2.22,1080.6,5659.0,3.6688,17.20522898,0.689,264.78,12.0,CONFIRMED,KEPLER
4.89,1089.3,5659.0,5.396,17.90766147,0.993,264.78,12.0,FALSE POSITIVE,KEPLER
2.78,748.1,5659.0,5.1364,22.18332255,1.03,264.78,12.0,CONFIRMED,KEPLER
30.53,193.0,5659.0,6.46,354.78194,1.525,264.78,12.0,FALSE POSITIVE,KEPLER
2.19,668.2,5659.0,3.0427,7.65880048,0.855,264.78,12.0,CONFIRMED,KEPLER
2.03,563.5,5659.0,3.3427,9.3789167,0.808,264.78,12.0,CONFIRMED,KEPLER
2.87,658.0,5659.0,3.0619,4.221626193,0.987,264.78,12.0,CONFIRMED,KEPLER
2.95,744.5,5659.0,4.3808,16.54967098,0.916,264.78,12.0,CONFIRMED,KEPLER
1.42,99.7,5659.0,3.1341,2.154911236,1.424,264.78,12.0,CONFIRMED,KEPLER
0.99,49.8,5659.0,5.583,11.505879,1.403,264.78,12.0,CANDIDATE,KEPLER
1.46,129.7,5659.0,2.484,3.52467888,0.916,264.78,12.0,CONFIRMED,KEPLER
2.52,743.2,5659.0,2.0004,6.400157105,0.766,264.78,12.0,CONFIRMED,KEPLER
2.04,244.0,5659.0,3.2005,2.437029217,1.329,264.78,12.0,CONFIRMED,KEPLER
2.76,725.5,5659.0,3.8428,9.9267215,0.982,264.78,12.0,CONFIRMED,KEPLER
2.63,582.9,5659.0,4.9416,21.22349325,0.982,264.78,12.0,CONFIRMED,KEPLER
1.15,116.9,5659.0,3.343,6.47027706,0.982,264.78,12.0,CONFIRMED,KEPLER
2.33,757.4,5659.0,1.9941,3.722158895,0.806,264.78,12.0,CONFIRMED,KEPLER
2.6,821.3,5659.0,3.9264,46.9026431,0.865,264.78,12.0,CONFIRMED,KEPLER
3.77,1030.7,5659.0,2.1446,5.263415218,1.028,264.78,12.0,CONFIRMED,KEPLER
4.48,2908.3,5659.0,2.7734,4.030466786,0.854,264.78,12.0,CONFIRMED,KEPLER
1.29,164.3,5659.0,3.33,9.27989,0.967,264.78,12.0,FALSE POSITIVE,KEPLER
10.99,13889.0,5659.0,12.2726,328.240201,0.854,264.78,12.0,CONFIRMED,KEPLER
12.34,19373.0,5659.0,8.7941,22.264806569,0.813,264.78,12.0,FALSE POSITIVE,KEPLER
3.23,543.7,5659.0,1.8575,2.217038096,1.276,264.78,12.0,FALSE POSITIVE,KEPLER
1.24,93.3,5659.0,2.88,8.874603,1.278,264.78,12.0,FALSE POSITIVE,KEPLER
1.41,447.2,5659.0,2.4455,4.393157678,0.692,264.78,12.0,CONFIRMED,KEPLER
1.25,114.3,5659.0,4.314,251.7512,0.921,264.78,12.0,FALSE POSITIVE,KEPLER
2.48,941.1,5659.0,3.7236,16.145671932,0.741,264.78,12.0,CONFIRMED,KEPLER
9.27,19046.0,5659.0,16.1784,1071.232624,0.692,264.78,12.0,CONFIRMED,KEPLER
1.56,428.9,5659.0,1.9359,2.735900074,0.766,264.78,12.0,CONFIRMED,KEPLER
3.46,1146.5,5659.0,4.5973,5.852968845,1.013,264.78,12.0,CONFIRMED,KEPLER
4.71,1183.2,5659.0,8.358,81.1701587,1.165,264.78,12.0,CONFIRMED,KEPLER
4.07,133.7,5659.0,8.2,371.17573,3.218,264.78,12.0,FALSE POSITIVE,KEPLER
2.53,467.5,5659.0,2.554,2.820190603,1.121,264.78,12.0,CONFIRMED,KEPLER
2.97,636.0,5659.0,5.89,21.21712312,1.007,264.78,12.0,CONFIRMED,KEPLER
3.9587,870.0,5659.0,7.27,200.0,1.028,264.78,12.0,FALSE POSITIVE,KEPLER
2.11,541.4,5659.0,4.0369,15.77980122,0.911,264.78,12.0,CONFIRMED,KEPLER
2.41,851.8,5659.0,3.638,14.03490255,0.785,264.78,12.0,CONFIRMED,KEPLER
1.92,660.9,5659.0,2.8431,10.35586478,0.778,264.78,12.0,CONFIRMED,KEPLER
9.99,5612.8,5659.0,6.66405,22.342964828,1.331,264.78,12.0,CONFIRMED,KEPLER
3.04,438.0,5659.0,3.6949,11.38840217,1.456,264.78,12.0,CONFIRMED,KEPLER
4.04,1564.3,5659.0,5.5484,20.5498184,0.971,264.78,12.0,CONFIRMED,KEPLER
7.89,8709.6,5659.0,17.489,934.09418462,0.832,264.78,12.0,CANDIDATE,KEPLER
21.48,44490.0,5659.0,4.378,199.83920527,0.869,264.78,12.0,CANDIDATE,KEPLER
1.42,208.4,5659.0,4.718,17.4217322,0.967,264.78,12.0,FALSE POSITIVE,KEPLER
16.84,31083.0,5659.0,1.8215,15.84132627,0.702,264.78,12.0,CANDIDATE,KEPLER
2.01,1007.4,5659.0,2.4999,5.931196562,0.539,264.78,12.0,CONFIRMED,KEPLER
1.43,190.4,5659.0,1.796,0.837491225,1.044,264.78,12.0,CONFIRMED,KEPLER
1.37,417.9,5659.0,2.8826,7.40611676,0.692,264.78,12.0,CONFIRMED,KEPLER
1.11,246.4,5659.0,3.369,21.803708,0.692,264.78,12.0,CONFIRMED,KEPLER
24.12,345.4,5659.0,3.73,4.66229074,1.025,264.78,12.0,FALSE POSITIVE,KEPLER
2.9,942.0,5659.0,6.6436,29.9111886,0.969,264.78,12.0,CONFIRMED,KEPLER
19.44,427.5,5659.0,2.5363,2.908453928,0.824,264.78,12.0,FALSE POSITIVE,KEPLER
1.7,1130.8,5659.0,4.0251,25.69581456,0.477,264.78,12.0,CONFIRMED,KEPLER
33.1,5623.8,5659.0,3.1644,25.70280003,0.835,264.78,12.0,FALSE POSITIVE,KEPLER
2.06,633.0,5659.0,3.4098,13.64617478,0.829,264.78,12.0,CONFIRMED,KEPLER
4.13,727.8,5659.0,3.98235,3.213668926,1.545,264.78,12.0,CONFIRMED,KEPLER
1.58,111.8,5659.0,4.2386,8.13121389,1.424,264.78,12.0,CONFIRMED,KEPLER
3.28,687.4,5659.0,6.763,41.8854433,1.028,264.78,12.0,CONFIRMED,KEPLER
2.04,223.2,5659.0,4.261,13.81733587,1.028,264.78,12.0,CONFIRMED,KEPLER
3.33,553.7,5659.0,7.309,52.8148051,1.439,264.78,12.0,CONFIRMED,KEPLER
2.15,777.5,5659.0,3.1516,8.30783912,0.786,264.78,12.0,CONFIRMED,KEPLER
1.71,472.7,5659.0,3.896,34.0963441,0.786,264.78,12.0,CONFIRMED,KEPLER
2.48,586.1,5659.0,2.6772,6.45442931,0.943,264.78,12.0,CONFIRMED,KEPLER
2.39,383.7,5659.0,3.1569,3.595769013,1.196,264.78,12.0,CONFIRMED,KEPLER
1.87,1078.1,5659.0,3.1592,52.6615266,0.539,264.78,12.0,CONFIRMED,KEPLER
4.45,2343.5,5659.0,2.19877,1.902208647,0.937,264.78,12.0,CONFIRMED,KEPLER
0.85,37.1,5659.0,3.793,20.605501,1.308,264.78,12.0,CANDIDATE,KEPLER
2.35,924.7,5659.0,3.9879,15.90688891,0.797,264.78,12.0,CONFIRMED,KEPLER
2.46,741.6,5659.0,1.6519,4.973455252,0.797,264.78,12.0,CONFIRMED,KEPLER
30.74,865.2,5659.0,5.269,30.5528972,1.138,264.78,12.0,FALSE POSITIVE,KEPLER
3.35,744.4,5659.0,3.4587,4.804469031,0.809,264.78,12.0,FALSE POSITIVE,KEPLER
4.47,437.3,5659.0,1.6325,1.616883373,1.816,264.78,12.0,CONFIRMED,KEPLER
0.68,26.8,5659.0,5.261,9.5539134,1.307,264.78,12.0,CANDIDATE,KEPLER
2.94,585.7,5659.0,5.0036,13.19322809,1.223,264.78,12.0,CONFIRMED,KEPLER
1.34,275.9,5659.0,3.1818,10.31174786,0.741,264.78,12.0,CONFIRMED,KEPLER
1.63,179.0,5659.0,3.504,4.42535097,1.223,264.78,12.0,CONFIRMED,KEPLER
2.46,747.2,5659.0,2.0289,4.302139338,0.857,264.78,12.0,CONFIRMED,KEPLER
1.5,305.7,5659.0,1.91,3.137845914,0.857,264.78,12.0,CONFIRMED,KEPLER
1.9,65.8,5659.0,5.982,6.77067637,2.335,264.78,12.0,CANDIDATE,KEPLER
25.59,423.4,5659.0,5.133,3.74782314,1.053,264.78,12.0,FALSE POSITIVE,KEPLER
1.07,186.9,5659.0,1.9719,1.09173174,0.788,264.78,12.0,FALSE POSITIVE,KEPLER
3.28,858.5,5659.0,6.4415,20.68420772,1.092,264.78,12.0,CONFIRMED,KEPLER
3.58,610.9,5659.0,5.972,50.6985408,1.456,264.78,12.0,CONFIRMED,KEPLER
0.89,105.9,5659.0,1.81,2.9926465,0.863,264.78,12.0,FALSE POSITIVE,KEPLER
0.93,80.7,5659.0,1.71,0.589376952,1.015,264.78,12.0,CANDIDATE,KEPLER
2.37,549.3,5659.0,4.9641,39.7529915,1.01,264.78,12.0,CONFIRMED,KEPLER
2.82,638.7,5659.0,3.4423,9.99760285,0.977,264.78,12.0,CONFIRMED,KEPLER
3.96,1265.0,5659.0,7.106,90.4117992,0.977,264.78,12.0,CONFIRMED,KEPLER
2.17,461.0,5659.0,4.4673,13.54057461,1.014,264.78,12.0,CONFIRMED,KEPLER
1.37,182.4,5659.0,2.2139,1.732346403,1.014,264.78,12.0,CONFIRMED,KEPLER
1.24,54.2,5659.0,1.299,1.74610057,1.749,264.78,12.0,CANDIDATE,KEPLER
1.56,190.7,5659.0,2.245,7.0257409,1.014,264.78,12.0,CONFIRMED,KEPLER
2.22,758.3,5659.0,4.9274,16.21774917,0.798,264.78,12.0,CONFIRMED,KEPLER
2.08,492.2,5659.0,4.2064,11.72291212,0.953,264.78,12.0,CONFIRMED,KEPLER
1.32,160.1,5659.0,2.972,8.661374,0.986,264.78,12.0,FALSE POSITIVE,KEPLER
1.9,411.7,5659.0,2.4656,9.66857386,0.836,264.78,12.0,CONFIRMED,KEPLER
2.16,1480.1,5659.0,2.3982,7.053527145,0.567,264.78,12.0,CONFIRMED,KEPLER
2.16,1491.3,5659.0,2.3569,9.521644639,0.567,264.78,12.0,CONFIRMED,KEPLER
1.3,539.0,5659.0,1.8732,3.072146607,0.567,264.78,12.0,CONFIRMED,KEPLER
1.33,565.5,5659.0,2.0271,4.645382149,0.567,264.78,12.0,CONFIRMED,KEPLER
2.66,433.3,5659.0,5.2498,9.82578495,1.092,264.78,12.0,CONFIRMED,KEPLER
3.95,2105.7,5659.0,4.4903,25.30291816,0.888,264.78,12.0,CONFIRMED,KEPLER
2.99,659.8,5659.0,4.0852,21.30020491,1.168,264.78,12.0,CONFIRMED,KEPLER
2.34,529.1,5659.0,7.565,289.864067,0.886,264.78,12.0,CONFIRMED,KEPLER
39.14,655.5,5659.0,6.649,10.29767658,1.608,264.78,12.0,FALSE POSITIVE,KEPLER
2.44,597.5,5659.0,4.374,51.0674355,0.977,264.78,12.0,CONFIRMED,KEPLER
3.9587,870.0,5659.0,3.43,199.99763493,1.028,264.78,12.0,FALSE POSITIVE,KEPLER
1.23,703.8,5659.0,1.3867,1.682695938,0.47,264.78,12.0,CONFIRMED,KEPLER
3.56,633.0,5659.0,5.1126,17.30795548,1.439,264.78,12.0,CONFIRMED,KEPLER
3.72,777.3,5659.0,5.2257,10.423677439,1.331,264.78,12.0,CONFIRMED,KEPLER
2.06,207.6,5659.0,2.4062,2.09227115,1.439,264.78,12.0,CONFIRMED,KEPLER
2.26,477.1,5659.0,6.83,45.29422297,1.044,264.78,12.0,CONFIRMED,KEPLER
3.9587,870.0,5659.0,6.59,260.20717331,1.028,264.78,12.0,FALSE POSITIVE,KEPLER
2.27,839.8,5659.0,2.7052,16.70920628,0.668,264.78,12.0,CONFIRMED,KEPLER
1.97,807.8,5659.0,4.1502,28.55158187,0.668,264.78,12.0,CONFIRMED,KEPLER
30.33,752.7,5659.0,2.9954,4.045057186,0.87,264.78,12.0,FALSE POSITIVE,KEPLER
1.68,1155.9,5659.0,2.6446,10.13958818,0.5,264.78,12.0,CONFIRMED,KEPLER
2.05,1708.7,5659.0,4.6814,43.5859419,0.5,264.78,12.0,CONFIRMED,KEPLER
1.19,450.0,5659.0,1.1879,0.986785834,0.567,264.78,12.0,CONFIRMED,KEPLER
2.7,574.4,5659.0,8.33,24.7962801,1.141,264.78,12.0,CANDIDATE,KEPLER
1.38,256.9,5659.0,3.421,5.91037674,0.867,264.78,12.0,FALSE POSITIVE,KEPLER
0.95,136.4,5659.0,3.747,27.4536146,0.741,264.78,12.0,CONFIRMED,KEPLER
2.28,1468.6,5659.0,2.71,8.22241355,0.615,264.78,12.0,CONFIRMED,KEPLER
28.58,147.7,5659.0,4.7,0.635587392,1.608,264.78,12.0,FALSE POSITIVE,KEPLER
2.3,607.0,5659.0,3.9734,13.02363236,0.945,264.78,12.0,CONFIRMED,KEPLER
2.9,604.3,5659.0,3.3372,11.6370303,1.198,264.78,12.0,CONFIRMED,KEPLER
1.51,88.7,5659.0,3.674,6.93650854,1.574,264.78,12.0,CANDIDATE,KEPLER
2.76,476.4,5659.0,2.2682,5.68798675,1.198,264.78,12.0,CONFIRMED,KEPLER
35.24,8665.3,5659.0,1.6798,3.055171082,0.987,264.78,12.0,FALSE POSITIVE,KEPLER
2.85,860.6,5659.0,2.5315,5.40426917,0.964,264.78,12.0,CONFIRMED,KEPLER
4.17,1185.1,5659.0,1.2641,11.67894236,0.964,264.78,12.0,CONFIRMED,KEPLER
1.64,227.3,5659.0,1.544,1.208462378,0.964,264.78,12.0,CONFIRMED,KEPLER
1.23,114.9,5659.0,2.666,2.85188338,1.107,264.78,12.0,CONFIRMED,KEPLER
2.49,487.9,5659.0,5.3685,12.91385906,0.997,264.78,12.0,CONFIRMED,KEPLER
6.07,1975.0,5659.0,8.5858,54.31996151,1.331,264.78,12.0,CONFIRMED,KEPLER
41.07,5582.6,5659.0,3.9808,252.0792347,1.014,264.78,12.0,FALSE POSITIVE,KEPLER
3.54,900.8,5659.0,2.666,27.04627886,0.915,264.78,12.0,FALSE POSITIVE,KEPLER
3.46,540.0,5659.0,3.435,3.723560726,1.181,264.78,12.0,FALSE POSITIVE,KEPLER
1.15,151.8,5659.0,3.545,18.3848331,0.872,264.78,12.0,CANDIDATE,KEPLER
2.43,501.4,5659.0,5.1658,3.705991661,1.034,264.78,12.0,CONFIRMED,KEPLER
5.2,548.9,5659.0,5.0534,5.188671659,1.941,264.78,12.0,FALSE POSITIVE,KEPLER
55.59,27241.0,5659.0,1.8643,2.236100588,0.795,264.78,12.0,FALSE POSITIVE,KEPLER
2.67,657.5,5659.0,5.756,40.606895,1.027,264.78,12.0,CONFIRMED,KEPLER
2.24,684.8,5659.0,2.9105,13.76710058,0.76,264.78,12.0,CONFIRMED,KEPLER
0.48,28.7,5659.0,1.0,2.2165905,0.831,264.78,12.0,CANDIDATE,KEPLER
1.37,296.4,5659.0,2.952,6.1954595,0.76,264.78,12.0,CONFIRMED,KEPLER
1.19,218.4,5659.0,2.2537,3.25058201,0.76,264.78,12.0,CONFIRMED,KEPLER
1.45,288.9,5659.0,2.835,8.34819209,0.76,264.78,12.0,CONFIRMED,KEPLER
1.78,286.6,5659.0,3.2576,2.399069173,1.001,264.78,12.0,FALSE POSITIVE,KEPLER
14.61,4398.0,5659.0,2.573,3.65849707,1.822,264.78,12.0,CANDIDATE,KEPLER
1.58,368.5,5659.0,6.676,91.172033,0.836,264.78,12.0,FALSE POSITIVE,KEPLER
1.63,288.3,5659.0,2.6061,3.701765401,0.898,264.78,12.0,CONFIRMED,KEPLER
3.07,995.2,5659.0,7.471,86.4943704,0.898,264.78,12.0,CONFIRMED,KEPLER
18.91,121.8,5659.0,3.7256,5.17968868,0.815,264.78,12.0,FALSE POSITIVE,KEPLER
8.73,9636.3,5659.0,4.7769,51.84688984,0.838,264.78,12.0,CONFIRMED,KEPLER
3.44,1765.6,5659.0,2.4479,4.180048081,0.838,264.78,12.0,CONFIRMED,KEPLER
2.35,678.1,5659.0,3.31,68.832195,0.86,264.78,12.0,FALSE POSITIVE,KEPLER
1.82,484.4,5659.0,1.7442,1.729367077,0.838,264.78,12.0,CONFIRMED,KEPLER
38.05,59294.0,5659.0,3.6163,5.26640614,1.175,264.78,12.0,FALSE POSITIVE,KEPLER
14.0,4293.5,5659.0,6.8151,44.18938922,0.968,264.78,12.0,FALSE POSITIVE,KEPLER
2.64,906.3,5659.0,5.0274,29.00789166,0.801,264.78,12.0,CONFIRMED,KEPLER
8.15,910.0,5659.0,4.066,47.878243,0.624,264.78,12.0,FALSE POSITIVE,KEPLER
1.66,258.3,5659.0,0.975,2.433703498,0.778,264.78,12.0,CANDIDATE,KEPLER
3.85,1292.9,5659.0,4.3409,13.69942266,1.089,264.78,12.0,CONFIRMED,KEPLER
1.89,310.7,5659.0,2.8977,4.309381978,1.089,264.78,12.0,CONFIRMED,KEPLER
2.14,761.3,5659.0,1.8806,4.9213639,0.799,264.78,12.0,CONFIRMED,KEPLER
2.95,1129.1,5659.0,7.0,87.0912594,0.76,264.78,12.0,CONFIRMED,KEPLER
3.27,732.6,5659.0,1.1935,1.583160478,1.012,264.78,12.0,FALSE POSITIVE,KEPLER
0.99,83.8,5659.0,2.874,7.9788198,1.098,264.78,12.0,CANDIDATE,KEPLER
3.34,1655.5,5659.0,3.4744,18.49234792,0.838,264.78,12.0,CONFIRMED,KEPLER
3.05,826.1,5659.0,3.6083,7.930583519,1.032,264.78,12.0,CONFIRMED,KEPLER
0.63,65.7,5659.0,2.757,7.07136119,0.741,264.78,12.0,CONFIRMED,KEPLER
25.77,509.5,5659.0,6.852,9.50150926,0.908,264.78,12.0,FALSE POSITIVE,KEPLER
2.55,955.9,5659.0,3.9305,15.65563866,0.837,264.78,12.0,CONFIRMED,KEPLER
23.26,130.2,5659.0,1.911,10.52286678,1.614,264.78,12.0,CANDIDATE,KEPLER
2.3,796.5,5659.0,2.1945,9.17858526,0.788,264.78,12.0,CONFIRMED,KEPLER
1.07,216.4,5659.0,2.58,4.33144839,0.728,264.78,12.0,FALSE POSITIVE,KEPLER
2.76,980.4,5659.0,4.647,23.67513153,0.781,264.78,12.0,CONFIRMED,KEPLER
4.15,2047.2,5659.0,5.1227,29.19899219,0.94,264.78,12.0,CONFIRMED,KEPLER
4.28,1552.8,5659.0,5.472,160.0191598,0.94,264.78,12.0,CONFIRMED,KEPLER
3.9587,870.0,5659.0,3.69,7.05185637,1.028,264.78,12.0,FALSE POSITIVE,KEPLER
2.99,1034.4,5659.0,3.7768,10.854095934,0.925,264.78,12.0,CONFIRMED,KEPLER
1.67,325.7,5659.0,6.918,55.3291399,0.94,264.78,12.0,CONFIRMED,KEPLER
15.29,24419.0,5659.0,7.6702,17.177328207,0.973,264.78,12.0,FALSE POSITIVE,KEPLER
2.37,728.9,5659.0,1.3867,7.064252021,0.799,264.78,12.0,CONFIRMED,KEPLER
10.1,167.1,5659.0,10.755,43.501748,6.221,264.78,12.0,FALSE POSITIVE,KEPLER
3.24,926.0,5659.0,3.6227,19.44639139,0.954,264.78,12.0,CONFIRMED,KEPLER
1.39,170.1,5659.0,3.4253,6.91986988,0.954,264.78,12.0,CONFIRMED,KEPLER
10.16,1556.3,5659.0,18.044,105.8817667,2.499,264.78,12.0,CANDIDATE,KEPLER
2.85,754.2,5659.0,4.1934,16.6658994,1.032,264.78,12.0,CONFIRMED,KEPLER
2.74,877.7,5659.0,2.7535,4.16696628,0.943,264.78,12.0,CONFIRMED,KEPLER
1.09,228.7,5659.0,3.3402,0.535224793,0.738,264.78,12.0,FALSE POSITIVE,KEPLER
3.0,1048.6,5659.0,2.599,11.46347165,0.943,264.78,12.0,CONFIRMED,KEPLER
2.22,572.7,5659.0,6.487,39.6034,0.943,264.78,12.0,CONFIRMED,KEPLER
2.59,472.4,5659.0,2.7226,2.940304817,1.054,264.78,12.0,CONFIRMED,KEPLER
1.86,483.4,5659.0,2.7222,5.378868001,0.774,264.78,12.0,CONFIRMED,KEPLER
2.7,321.3,5659.0,6.0768,15.28467725,1.374,264.78,12.0,CONFIRMED,KEPLER
2.37,485.6,5659.0,5.734,73.506021,1.052,264.78,12.0,FALSE POSITIVE,KEPLER
2.75,496.6,5659.0,7.1605,21.05349939,1.247,264.78,12.0,CONFIRMED,KEPLER
8.03,4020.6,5659.0,14.475,127.905412,1.247,264.78,12.0,CONFIRMED,KEPLER
1.81,211.2,5659.0,4.4289,6.21716039,1.247,264.78,12.0,CONFIRMED,KEPLER
5.05,1293.6,5659.0,1.238,21.05647572,1.118,264.78,12.0,FALSE POSITIVE,KEPLER
34.82,4675.3,5659.0,7.6213,31.80514278,0.863,264.78,12.0,FALSE POSITIVE,KEPLER
0.96,125.4,5659.0,2.862,4.57797412,0.848,264.78,12.0,CANDIDATE,KEPLER
15.8,27591.0,5659.0,6.8615,37.60936976,0.896,264.78,12.0,FALSE POSITIVE,KEPLER
929.36,8494.0,5659.0,5.5692,49.26678528,1.143,264.78,12.0,FALSE POSITIVE,KEPLER
7.05,4872.2,5659.0,5.9128,3.613757526,0.906,264.78,12.0,FALSE POSITIVE,KEPLER
3.42,1433.8,5659.0,3.1152,7.381980206,0.914,264.78,12.0,CONFIRMED,KEPLER
4.03,1377.8,5659.0,4.3773,17.58751692,1.107,264.78,12.0,CONFIRMED,KEPLER
0.96,196.3,5659.0,1.57,3.01609637,0.637,264.78,12.0,CANDIDATE,KEPLER
17.21,586.3,5659.0,5.558,11.34436822,0.752,264.78,12.0,FALSE POSITIVE,KEPLER
2.96,335.1,5659.0,3.1232,1.576341127,1.666,264.78,12.0,FALSE POSITIVE,KEPLER
1.55,2604.6,5659.0,1.94,18.47762694,0.283,264.78,12.0,CONFIRMED,KEPLER
7.02,5374.7,5659.0,6.3363,58.36205791,0.953,264.78,12.0,CONFIRMED,KEPLER
2.6,764.8,5659.0,2.2647,5.350156114,0.953,264.78,12.0,CONFIRMED,KEPLER
1.23,72.7,5659.0,7.447,21.9424316,1.424,264.78,12.0,CANDIDATE,KEPLER
2.89,543.3,5659.0,3.5032,6.38899658,1.054,264.78,12.0,CONFIRMED,KEPLER
2.7,396.4,5659.0,4.097,14.62709685,1.054,264.78,12.0,CONFIRMED,KEPLER
3.26,542.4,5659.0,4.59,35.1184432,1.054,264.78,12.0,CONFIRMED,KEPLER
2.36,629.7,5659.0,3.0549,8.00579096,0.935,264.78,12.0,CONFIRMED,KEPLER
1.28,182.0,5659.0,2.2725,4.26374378,0.935,264.78,12.0,CONFIRMED,KEPLER
5.92,259.2,5659.0,6.659,330.025002,3.466,264.78,12.0,CANDIDATE,KEPLER
3.37,347.7,5659.0,10.0248,84.6877524,1.79,264.78,12.0,CONFIRMED,KEPLER
1.4,175.4,5659.0,3.156,2.340523247,0.981,264.78,12.0,FALSE POSITIVE,KEPLER
2.4,610.5,5659.0,3.8737,25.85499978,0.964,264.78,12.0,CONFIRMED,KEPLER
2.64,777.7,5659.0,3.3812,10.68758211,0.848,264.78,12.0,CONFIRMED,KEPLER
2.16,533.4,5659.0,4.5038,20.30303506,0.848,264.78,12.0,CONFIRMED,KEPLER
2.99,476.3,5659.0,5.687,39.0930875,1.193,264.78,12.0,FALSE POSITIVE,KEPLER
2.74,923.1,5659.0,3.7647,12.56096618,0.914,264.78,12.0,CONFIRMED,KEPLER
3.18,742.2,5659.0,5.914,30.8261043,0.914,264.78,12.0,CONFIRMED,KEPLER
1.78,383.4,5659.0,2.463,3.696121272,0.925,264.78,12.0,CONFIRMED,KEPLER
1.21,178.4,5659.0,2.417,3.42806306,0.914,264.78,12.0,CONFIRMED,KEPLER
2.86,647.6,5659.0,4.4859,13.24931848,1.078,264.78,12.0,CONFIRMED,KEPLER
0.73,69.8,5659.0,2.271,22.4098677,0.741,264.78,12.0,FALSE POSITIVE,KEPLER
5.26,1624.6,5659.0,8.553,363.706662,1.064,264.78,12.0,FALSE POSITIVE,KEPLER
11.73,2895.6,5659.0,2.8386,9.391039263,1.498,264.78,12.0,CANDIDATE,KEPLER
4.96,3004.4,5659.0,4.9611,18.00932214,0.877,264.78,12.0,CONFIRMED,KEPLER
3.18,1593.0,5659.0,3.0397,22.18431824,0.818,264.78,12.0,CONFIRMED,KEPLER
10.33,1237.0,5659.0,10.1151,77.4794704,2.909,264.78,12.0,CANDIDATE,KEPLER
3.9587,870.0,5659.0,0.92,0.80489537,1.028,264.78,12.0,FALSE POSITIVE,KEPLER
1.21,81.3,5659.0,9.8964,276.32360146,1.26,264.78,12.0,FALSE POSITIVE,KEPLER
0.51,41.5,5659.0,2.579,5.28691996,0.741,264.78,12.0,CONFIRMED,KEPLER
2.78,602.8,5659.0,3.3095,6.51003001,1.153,264.78,12.0,CONFIRMED,KEPLER
4.17,987.7,5659.0,7.545,35.18105723,1.215,264.78,12.0,CONFIRMED,KEPLER
22.39,648.8,5659.0,4.7,11.75560012,0.806,264.78,12.0,FALSE POSITIVE,KEPLER
25.27,1549.4,5659.0,4.1918,17.79421914,0.805,264.78,12.0,FALSE POSITIVE,KEPLER
0.83,40.2,5659.0,1.733,6.12601169,1.286,264.78,12.0,FALSE POSITIVE,KEPLER
2.55,637.6,5659.0,4.0263,29.02235217,0.848,264.78,12.0,CONFIRMED,KEPLER
1.65,255.7,5659.0,1.403,3.383540239,0.986,264.78,12.0,CONFIRMED,KEPLER
0.96,94.1,5659.0,1.593,2.358952404,0.986,264.78,12.0,CONFIRMED,KEPLER
1.94,561.7,5659.0,2.8066,20.72904234,0.803,264.78,12.0,CONFIRMED,KEPLER
1.13,209.2,5659.0,1.5599,1.632916419,0.803,264.78,12.0,CONFIRMED,KEPLER
0.75,41.7,5659.0,7.905,11.1438086,1.11,264.78,12.0,CANDIDATE,KEPLER
41.57,4284.5,5659.0,1.89082,7.216951388,1.056,264.78,12.0,FALSE POSITIVE,KEPLER
32.21,928.5,5659.0,5.179,15.85238672,1.005,264.78,12.0,FALSE POSITIVE,KEPLER
7.31,3680.7,5659.0,2.8997,4.147021189,1.205,264.78,12.0,CONFIRMED,KEPLER
